Vin,Year,Make,Model,Style,Type,Doors,Fuel Type,City Mileage,Highway Mileage,Engine Type,Transmission,Drivetrain,MSRP
3G5DA03E74S581301,2004,Buick,Rendezvous,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,19 miles/gallon,26 miles/gallon,3.4L V6 OHV 12V,4A,FWD,"$26,420 USD"
WDBNG70J9YA044070,2000,Mercedes-Benz,S-Class,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,17 miles/gallon,24 miles/gallon,4.3L V8 SOHC 24V,5A,RWD,"$69,700 USD"
1HGCM56757A069405,2007,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,34 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$23,350 USD"
5NPDH4AE0EH474309,2014,Hyundai,Elantra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,28 miles/gallon,38 miles/gallon,1.8L L4 DOHC 16V,6A,FWD,"$21,650 USD"
WVWNN7AN5AE545979,2010,Volkswagen,CC,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 - 22 miles/gallon,31 miles/gallon,2.0L L4 DOHC 16V TURBO,6M,FWD,"$27,760 USD"
3VWD67AJ3GM245346,2016,Volkswagen,Jetta,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,36 miles/gallon,1.4L L4 DOHC 20V,6A,FWD,"$23,650 USD"
2FMDK3GC0DBB50090,2013,Ford,Edge,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,19 - 21 miles/gallon,27 - 30 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$27,525 USD"
1C6RD7GT2CS162958,2012,RAM,1500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,13 miles/gallon,18 - 19 miles/gallon,5.7L V8 OHV 16V,5A,4WD,"$33,090 USD"
1N6AA07A54N561283,2004,Nissan,Titan,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,14 miles/gallon,19 miles/gallon,5.6L V8 DOHC 32V,5A,RWD,"$25,200 USD"
3GCRKPE39AG169542,2010,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,Pickup,4,Flexible Fuel Vehicle (FFV),14 miles/gallon,20 miles/gallon,5.3L V8 OHV 16V FFV,6A,RWD,"$32,525 USD"
JTEEP21A140051593,2004,Toyota,Highlander,SPORT UTILITY 4-DR,Wagon,4,Gasoline,18 miles/gallon,24 miles/gallon,3.3L V6 DOHC 24V,5A,4WD,"$27,390 USD"
5YFBU4EE4CP039239,2012,Toyota,Corolla,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,26 miles/gallon,34 miles/gallon,1.8L L4 DOHC 16V,4A,FWD,"$17,910 USD"
1N4AL21E89N433718,2009,Nissan,Altima,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,23 miles/gallon,31 miles/gallon,2.5L L4 DOHC 16V,6M,FWD,"$19,900 USD"
1FAHP3M28CL291173,2012,Ford,Focus,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,5,Gasoline,,,2.0L L4 DOHC 16V,6A,FWD,"$21,065 USD"
1C6RR7GT0ES340497,2014,RAM,1500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,15 - 16 miles/gallon,21 - 23 miles/gallon,5.7L V8 OHV 16V,8A,4WD,"$36,070 USD"
4S4BP61C787331432,2008,Subaru,Outback,WAGON 4-DR,Wagon,,,19 - 20 miles/gallon,26 - 27 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$23,595 USD"
1FBJS31H8RHA36221,1994,Ford,Club Wagon,SPORTS VAN,Van,,Gasoline,,,5.8L V8 OHV 16V,3A,RWD,"$23,147 USD"
1G11C5SL7FF164845,2015,Chevrolet,Malibu,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,36 miles/gallon,2.5L L4 DOHC 16V,6A,FWD,"$23,610 USD"
3GCPKSE39BG197465,2011,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,Pickup,4,Flexible Fuel Vehicle (FFV),12 - 15 miles/gallon,18 - 21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$34,615 USD"
JTJHW31UX72029912,2007,Lexus,RX 400h,SPORT UTILITY 4-DR,Wagon,5,Gasoline,31 miles/gallon,27 miles/gallon,3.3L V6 DOHC 24V HYBRID,CVT,AWD,"$42,580 USD"
5NPE24AF6FH169896,2015,Hyundai,Sonata,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,25 miles/gallon,37 miles/gallon,2.4L L4 DOHC 16V,7A,FWD,"$21,150 USD"
3N6CM0KN3LK700454,2020,Nissan,NV200,PASSENGER VAN,Van,,Gasoline,24 miles/gallon,26 miles/gallon,2.0L L4 DOHC 16V,CVT,FWD,"$22,830 USD"
1FTNE1YMXFKB00995,2015,Ford,Transit,CARGO VAN,Van,,Gasoline,,,3.7L V6 DOHC 24V,6A,RWD,"$29,715 USD"
1FM5K8D86DGC95676,2013,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,6A,4WD,"$34,345 USD"
1FTNE1EW1CDB13835,2012,Ford,Econoline,CARGO VAN,Van,,Gasoline,12 - 13 miles/gallon,16 - 17 miles/gallon,4.6L V8 SOHC 16V,4A,RWD,"$26,630 USD"
1HGCP2F61BA025052,2011,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,23 miles/gallon,34 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$23,730 USD"
1GKKVTKDXFJ208566,2015,GMC,Acadia,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,23 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$49,690 USD"
JTJGF10UX30163729,2003,Lexus,RX 300,SPORT UTILITY 4-DR,Wagon,4,Gasoline,19 miles/gallon,23 miles/gallon,3.0L V6 DOHC 24V,4A,FWD,"$35,125 USD"
1G2ZH158564138465,2006,Pontiac,G6,COUPE 2-DR,Coupe,2,Gasoline,21 miles/gallon,29 miles/gallon,3.5L V6 OHV 12V,4A,FWD,"$21,165 USD"
3C6UR5DL2EG219013,2014,RAM,2500,CREW CAB PICKUP 4-DR,Pickup,,Diesel,,,6.7L L6 OHV 24V TURBO DIESEL,6A,4WD,"$41,055 USD"
1FTFW1CT0CFB54360,2012,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,13 - 16 miles/gallon,18 - 22 miles/gallon,3.5L V6 TURBO,6A,RWD,"$44,625 USD"
1HGCP2F6XCA237773,2012,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,23 miles/gallon,34 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$23,930 USD"
JN8AS5MVXCW360478,2012,Nissan,Rogue,SPORT UTILITY 4-DR,Wagon,4,Gasoline,22 miles/gallon,26 miles/gallon,2.5L L4 DOHC 16V,CVT,4WD,"$22,780 USD"
1FMEU73E48UA74578,2008,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,13 miles/gallon,19 miles/gallon,4.0L V6 SOHC 16V,5A,4WD,"$28,815 USD"
2T2BK1BA0CC144779,2012,Lexus,RX 350,SPORT UTILITY 4-DR,Wagon,5,Gasoline,18 miles/gallon,24 miles/gallon,3.5L V6 DOHC 24V,5A,4WD,"$40,475 USD"
1GCZGFBA2A1175454,2010,Chevrolet,Express,CARGO VAN,Van,4,Flexible Fuel Vehicle (FFV),,,4.8L V8 OHV 16V FFV,6A,RWD,"$25,775 USD"
NM0LE7FX2E1164537,2014,Ford,Transit Connect,CARGO VAN,Van,,Gasoline,21 miles/gallon,29 miles/gallon,1.6L L4 DOHC 16V,6A,FWD,"$24,525 USD"
1GCGG25C981169481,2008,Chevrolet,Express,CARGO VAN,Cargo Van,3,,15 miles/gallon,20 miles/gallon,4.8L V8 OHV 16V,4A,RWD,"$23,675 USD"
5NPEU46F67H218678,2007,Hyundai,Sonata,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,30 miles/gallon,3.3L V6 DOHC 24V,5A,FWD,"$21,445 USD"
JTDKB20U283320593,2008,Toyota,Prius,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,4,Gasoline,48 miles/gallon,45 miles/gallon,1.5L L4 DOHC 16V HYBRID,CVT,FWD,"$22,475 USD"
1GCEK19037Z515685,2007,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,4,Flexible Fuel Vehicle (FFV),15 - 16 miles/gallon,19 - 21 miles/gallon,5.3L V8 OHV 16V FFV,4A,4WD,"$29,060 USD"
KNAGM4A79F5644837,2015,Kia,Optima,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,,,2.4L L4 DOHC 16V,6A,FWD,"$21,650 USD"
1GNSCAE02DR190407,2013,Chevrolet,Tahoe,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,RWD,"$39,080 USD"
1G8ZF1288XZ201661,1999,Saturn,SC,COUPE 2-DR,Coupe,2,,27 - 29 miles/gallon,37 - 40 miles/gallon,1.9L L4 SOHC 8V,4A,FWD,"$12,445 USD"
1GYEK63NX3R235722,2003,Cadillac,Escalade,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,12 miles/gallon,16 miles/gallon,6.0L V8 OHV 16V,4A,4WD,"$53,955 USD"
JHMCM566X3C026424,2003,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,33 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$22,400 USD"
1GCDSCF94C8156289,2012,Chevrolet,Colorado,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,17 - 18 miles/gallon,23 - 25 miles/gallon,3.7L L5 DOHC 20V,4A,RWD,"$24,205 USD"
1FTMF1CBXJKF86683,2018,Ford,F-150,REGULAR CAB PICKUP 2-DR,Pickup,,Gasoline,19 miles/gallon,25 miles/gallon,3.3L V6 DOHC 24V,6A,RWD,"$27,380 USD"
1GCVKREC9EZ184090,2014,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,2,Gasoline,16 - 17 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$35,250 USD"
1FMEU74E78UA86254,2008,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,13 miles/gallon,19 miles/gallon,4.0L V6 SOHC 16V,5A,4WD,"$31,565 USD"
1GCSKSE35AZ147770,2010,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,,Flexible Fuel Vehicle (FFV),,,5.3L V8 OHV 16V FFV,6A,4WD,"$33,380 USD"
1GC2KUEG4FZ101076,2015,Chevrolet,Silverado 2500HD,EXTENDED CAB PICKUP 4-DR,Pickup,,Gasoline,,,6.0L V8 OHV 16V FFV,6A,4WD,"$36,445 USD"
1GCVKREC8FZ205254,2015,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,,Gasoline,18 miles/gallon,24 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$37,730 USD"
1HGCM56465A019373,2005,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,34 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$20,575 USD"
1GNEK13Z64J233436,2004,Chevrolet,Tahoe,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Flexible Fuel Vehicle (FFV),14 - 15 miles/gallon,18 - 19 miles/gallon,5.3L V8 OHV 16V FFV,4A,4WD,"$37,550 USD"
2CTFLGEWXA6313402,2010,GMC,Terrain,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 - 20 miles/gallon,24 - 29 miles/gallon,2.4L L4 DOHC 16V,6A,AWD,"$29,200 USD"
1GCEC14X98Z103385,2008,Chevrolet,Silverado 1500,REGULAR CAB PICKUP 2-DR,Pickup,2,Gasoline,14 - 15 miles/gallon,19 - 20 miles/gallon,4.3L V6 OHV 12V,4A,RWD,"$24,695 USD"
1FMFK19538LA66329,2008,Ford,Expedition,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,12 miles/gallon,18 miles/gallon,5.4L V8 SOHC 16V,6A,RWD,"$41,400 USD"
JA4AP3AU4JZ021279,2018,Mitsubishi,Outlander Sport,SPORT UTILITY 4-DR,Wagon,5,Gasoline,24 miles/gallon,30 miles/gallon,2.0L L4 DOHC 16V,CVT,FWD,"$21,495 USD"
2C3CDXHG9FH862086,2015,Dodge,Charger,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 miles/gallon,31 miles/gallon,3.6L V6 DOHC 24V,8A,RWD,"$29,995 USD"
2C3CDXBG2GH246367,2016,Dodge,Charger,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 miles/gallon,31 miles/gallon,3.6L V6 DOHC 24V,8A,RWD,"$27,995 USD"
4S3BNBA68F3061208,2015,Subaru,Legacy,SEDAN 4-DR,Sedan/Saloon,4,,24 miles/gallon,32 miles/gallon,2.5L H4 SOHC 16V,CVT,AWD,"$21,695 USD"
4S3BH665617604460,2001,Subaru,Outback,WAGON 4-DR,Wagon,4,,21 - 22 miles/gallon,27 - 28 miles/gallon,2.5L H4 SOHC 16V,4A,AWD,"$22,895 USD"
1G2AW87W5BL114402,1981,Pontiac,Firebird,COUPE 2-DR,Coupe,2,Gasoline,,,5.0L V8 OHV 16V,,RWD,
1G1JE6SB6D4104393,2013,Chevrolet,Sonic,HATCHBACK 4-DR,Sedan/Saloon,4,Gasoline,25 - 27 miles/gallon,35 - 37 miles/gallon,1.4L L4 DOHC 24V TURBO,6A,FWD,"$19,180 USD"
3GTU2NEC2HG232991,2017,GMC,Sierra 1500,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,16 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$47,990 USD"
1FMEU75E77UB58177,2007,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,15 miles/gallon,20 miles/gallon,4.0L V6 SOHC 16V,5A,4WD,"$34,070 USD"
5GADT13S672263024,2007,Buick,Rainier,SPORT UTILITY 4-DR,,4,Gasoline,15 miles/gallon,21 miles/gallon,4.2L L6 DOHC 24V,4A,4WD,"$33,570 USD"
JF2SH6AC2AG730113,2010,Subaru,Forester,SPORT UTILITY 4-DR,Wagon,4,,20 miles/gallon,26 miles/gallon,2.5L H4 SOHC 16V,5M,AWD,"$20,295 USD"
3GSDL537X9S533420,2009,Saturn,VUE,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,23 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$28,435 USD"
2HKYF18503H525123,2003,Honda,Pilot,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,17 miles/gallon,22 miles/gallon,3.5L V6 SOHC 24V,5A,4WD,"$30,520 USD"
3N1AB6AP7BL627493,2011,Nissan,Sentra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 - 27 miles/gallon,31 - 34 miles/gallon,2.0L L4 DOHC 16V,CVT,FWD,"$15,840 USD"
2T2BK1BA0AC048065,2010,Lexus,RX 350,SPORT UTILITY 4-DR,Wagon,5,Gasoline,18 miles/gallon,24 miles/gallon,3.5L V6 DOHC 24V,5A,4WD,"$38,200 USD"
1D4PU5GK5AW126685,2010,Dodge,Nitro,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,15 - 16 miles/gallon,20 - 21 miles/gallon,3.7L V6 SOHC 12V,4A,4WD,"$24,895 USD"
KMHD35LE8DU130163,2013,Hyundai,Elantra GT,HATCHBACK 5-DR,Hatchback/Liftback/Notchback,5,Gasoline,28 miles/gallon,39 miles/gallon,1.8L L4 16V DOHC,6A,FWD,"$19,395 USD"
1G1AM15B177393350,2007,Chevrolet,Cobalt,COUPE 2-DR,Coupe,2,Gasoline,24 - 25 miles/gallon,32 - 34 miles/gallon,2.4L L4 DOHC 16V,5M,FWD,"$17,595 USD"
1GTEK19J17Z524863,2007,GMC,Sierra 1500,EXTENDED CAB PICKUP 4-DR,Pickup,,,15 - 16 miles/gallon,19 - 20 miles/gallon,5.3L V8 OHV 16V,4A,4WD,"$29,600 USD"
3VV4B7AXXKM109342,2019,Volkswagen,Tiguan,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,21 miles/gallon,29 miles/gallon,2.0L L4 DOHC 16V TURBO,8A,AWD,"$37,195 USD"
W04GR5EC9B1084511,2011,Buick,Regal,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 miles/gallon,30 miles/gallon,2.4L L4 DOHC 16V,6A,FWD,"$26,245 USD"
JNKBF01A12M004728,2002,Infiniti,Q45,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,17 miles/gallon,25 miles/gallon,4.5L V8 DOHC 32V,5A,RWD,"$50,500 USD"
WAUBFGFF5F1009806,2015,Audi,S3,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,23 miles/gallon,31 miles/gallon,2.0L L4 DOHC 16V,6A,AWD,"$41,100 USD"
3GTP1VEJ7EG464920,2014,GMC,Sierra 1500,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,16 miles/gallon,23 miles/gallon,6.2L V8 OHV 16V,6A,RWD,"$40,460 USD"
JF2SJAAC1FH444147,2015,Subaru,Forester,SPORT UTILITY 4-DR,Wagon,4,Gasoline,22 - 24 miles/gallon,29 - 32 miles/gallon,2.5L H4 SOHC 16V,6A,AWD,"$22,195 USD"
2C4RC1BG5JR142690,2018,Chrysler,Pacifica,PASSENGER VAN,Minivan,4,Gasoline,19 miles/gallon,28 miles/gallon,3.6L V6 DOHC 24V,9A,FWD,"$35,495 USD"
4S3BMBG66D3027551,2013,Subaru,Legacy,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,32 miles/gallon,2.5L H4 SOHC 16V,CVT,AWD,"$22,495 USD"
1N6AA0EC0FN511365,2015,Nissan,Titan,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,12 miles/gallon,17 miles/gallon,5.6L V8 DOHC 32V,5A,4WD,"$40,370 USD"
3FA6P0G78HR172903,2017,Ford,Fusion,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,22 miles/gallon,34 miles/gallon,2.5L L4 DOHC 16V,6A,FWD,"$22,495 USD"
1GNKRGKD4HJ117231,2017,Chevrolet,Traverse,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,24 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$34,100 USD"
1FTMF1C56KKD92602,2019,Ford,F-150,REGULAR CAB PICKUP 2-DR,Pickup,,Gasoline,19 miles/gallon,25 miles/gallon,5.0L V8 OHV 16V,6A,RWD,"$28,155 USD"
2MEFM75W84X682670,2004,Mercury,Grand Marquis,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,17 miles/gallon,25 miles/gallon,4.6L V8 OHC 16V,4A,RWD,"$29,425 USD"
2HGFG4A50DH704743,2013,Honda,Civic,COUPE 2-DR,Coupe,2,Gasoline,22 miles/gallon,31 miles/gallon,2.0L L4 DOHC 16V,6M,FWD,"$22,515 USD"
WVWUF7AU0GW196765,2016,Volkswagen,Golf R,HATCHBACK 4-DR,Hatchback/Liftback/Notchback,4,Gasoline,22 miles/gallon,31 miles/gallon,2.0L L4,6M,AWD,"$35,650 USD"
1GCNCPEA7BF160030,2011,Chevrolet,Silverado 1500,REGULAR CAB PICKUP 2-DR,Pickup,2,Gasoline,14 - 15 miles/gallon,19 - 21 miles/gallon,4.8L V6 OHV 16V,4A,RWD,"$21,240 USD"
KNDMC233776021509,2007,Hyundai,Entourage,SPORTS VAN,Minivan,,,18 miles/gallon,25 miles/gallon,3.8L V6 DOHC 24V,5A,FWD,"$23,895 USD"
3N1AB7AP0FY348787,2015,Nissan,Sentra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,36 miles/gallon,1.8L L4  SFI DOHC 16V,6M,FWD,"$16,480 USD"
1FTFW1EF5GFD22071,2016,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,15 miles/gallon,21 miles/gallon,5.0L V8,6A,4WD,"$38,100 USD"
KNDPBCA2XC7183235,2012,Kia,Sportage,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Gasoline,21 miles/gallon,28 miles/gallon,2.4L V6 DOHC 24V,6A,AWD,"$22,300 USD"
1GNKVLED7BJ264800,2011,Chevrolet,Traverse,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,16 miles/gallon,23 miles/gallon,3.6L V6 DOHC 24V,6A,AWD,"$40,105 USD"
1G1FF3D7XH0172249,2017,Chevrolet,Camaro,CONVERTIBLE 2-DR,Convertible/Cabriolet,2,Gasoline,16 miles/gallon,25 miles/gallon,6.2L V8 OHV 16V,6A,RWD,"$43,905 USD"
JHLRE48338C019461,2008,Honda,CR-V,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,Gasoline,20 miles/gallon,26 miles/gallon,2.4L L4 DOHC 16V,5A,4WD,"$21,900 USD"
1D7HU18258S533471,2008,Dodge,Ram 1500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,13 miles/gallon,17 miles/gallon,5.7L V8 OHV 16V,5A,4WD,"$39,115 USD"
1GCRKSE72DZ296319,2013,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,2,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$35,010 USD"
1C6RD7FP0CS104707,2012,RAM,1500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,13 miles/gallon,18 - 19 miles/gallon,4.7L V8 SOHC 16V,6A,4WD,"$30,010 USD"
2G1WB58K079198188,2007,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Flexible Fuel Vehicle (FFV),20 - 21 miles/gallon,29 - 31 miles/gallon,3.5L V6 OHV 16V FFV,4A,FWD,"$21,015 USD"
2G1WC57M691215366,2009,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Flexible Fuel Vehicle (FFV),17 miles/gallon,27 miles/gallon,3.9L V6,4A,FWD,"$27,110 USD"
1C6RR7SM3GS365025,2016,RAM,1500,CREW CAB PICKUP 4-DR,Pickup,,Diesel,13 miles/gallon,19 miles/gallon,3.0L V6 DOHC 24V DIESEL,8A,4WD,"$36,870 USD"
1GKFK66U13J173899,2003,GMC,Yukon Denali,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Gasoline,12 miles/gallon,16 miles/gallon,6.0L V8 OHV 16V,4A,4WD,"$50,960 USD"
1C4NJDCB7CD684887,2012,Jeep,Compass,SPORT UTILITY 4-DR,Hatchback/Liftback/Notchback,,Gasoline,20 miles/gallon,23 miles/gallon,2.4L L4 DOHC 16V,CVT,4WD,"$26,045 USD"
2G1105S38J9153430,2018,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,22 miles/gallon,30 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$30,220 USD"
1G4GD5GG8AF169471,2010,Buick,LaCrosse,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,,,3.0L V6 DOHC 24V,6A,AWD,"$31,820 USD"
1GCVKREC3GZ201551,2016,Chevrolet,Silverado 1500,EXTENDED CAB PICKUP 4-DR,Pickup,4,Gasoline,17 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,6A,4WD,"$38,780 USD"
3VWJ07AT4GM607934,2016,Volkswagen,Beetle,HATCHBACK 2-DR,Coupe,2,Gasoline,25 miles/gallon,34 miles/gallon,1.8L L4 DOHC 16V,6A,FWD,"$22,450 USD"
2A4GP54L77R152976,2007,Chrysler,Town & Country,SPORTS VAN,Minivan,4,Gasoline,18 miles/gallon,25 miles/gallon,3.8L V6 OHV 12V,4A,FWD,"$28,535 USD"
4T1BF3EK5BU599200,2011,Toyota,Camry,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,22 miles/gallon,33 miles/gallon,2.5L L4 DOHC 16V,6M,FWD,"$22,590 USD"
1GNSKJE78CR325422,2012,Chevrolet,Suburban,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,4WD,"$48,520 USD"
1GNKRFKD1DJ115909,2013,Chevrolet,Traverse,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,24 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$30,510 USD"
5N1AA0NC1CN610688,2012,Nissan,Armada,SPORT UTILITY 4-DR,Wagon,4,Gasoline,12 miles/gallon,18 miles/gallon,5.6L V8 DOHC 32V,5A,4WD,"$46,840 USD"
KNMAT2MV2HP528154,2017,Nissan,Rogue,SPORT UTILITY 4-DR,Wagon,4,Gasoline,25 miles/gallon,32 miles/gallon,2.5L L4 DOHC 16V,CVT,AWD,"$26,590 USD"
1FAFP52U73G109821,2003,Ford,Taurus,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,28 miles/gallon,3.0L V6 OHV 12V,4A,FWD,"$19,630 USD"
1C4PJLCBXFW707171,2015,Jeep,Cherokee,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,19 - 22 miles/gallon,28 - 31 miles/gallon,2.4L L4 DOHC 16V,9A,FWD,"$24,595 USD"
1FMCU93178KD76703,2008,Ford,Escape,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,22 miles/gallon,3.0L V6 DOHC 24V,4A,4WD,"$24,465 USD"
JF1VA2M60J9839145,2018,Subaru,WRX,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,17 miles/gallon,22 miles/gallon,2.5L H4 DOHC 16V,6M,AWD,"$36,095 USD"
1J4HR58N45C729303,2005,Jeep,Grand Cherokee,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,14 - 15 miles/gallon,19 - 20 miles/gallon,4.7L V8 SOHC 16V,5A,4WD,"$34,470 USD"
