Vin,Year,Make,Model,Style,Type,Doors,Fuel Type,City Mileage,Highway Mileage,Engine Type,Transmission,Drivetrain,MSRP
1D8GU58687W667030,2007,Dodge,Nitro,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,17 miles/gallon,22 miles/gallon,4.0L V6 SOHC 24V,5A,4WD,"$27,390 USD"
3C4PDCCG9CT238515,2012,Dodge,Journey,SPORT UTILITY 4-DR,Hatchback/Liftback/Notchback,,Flexible Fuel Vehicle (FFV),17 miles/gallon,25 miles/gallon,3.6L V6 DOHC 24V,6A,FWD,"$24,495 USD"
1G4PS5SK6E4172548,2014,Buick,Verano,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,32 miles/gallon,2.4L L4 DOHC 16V FFV,6A,FWD,"$26,900 USD"
1FTFW1RG8JFD48626,2018,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,15 miles/gallon,18 miles/gallon,3.5 V6,6A,4WD,"$52,770 USD"
19UUA662X6A049866,2006,Acura,TL,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,29 miles/gallon,3.2L V6 SOHC 24V,5A,FWD,"$33,325 USD"
1HGCR3F88EA005791,2014,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,34 miles/gallon,3.5L V6 SOHC 24V,6A,FWD,"$30,345 USD"
JTHBE96S370013194,2007,Lexus,GS,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,29 miles/gallon,3.5L V6 DOHC 24V,6A,RWD,"$44,150 USD"
1FTEW1EG6JFD40817,2018,Ford,F-150,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,16 miles/gallon,22 miles/gallon,3.5L V6 TURBO,6A,4WD,"$43,980 USD"
JTHCL5EF7A5006587,2010,Lexus,LS 460,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,16 miles/gallon,23 miles/gallon,4.6L V8 DOHC 32V,8A,AWD,"$68,205 USD"
2FMDK3KC1BBB06393,2011,Ford,Edge,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,19 miles/gallon,27 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$34,525 USD"
1G1AD5F55A7211298,2010,Chevrolet,Cobalt,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 - 25 miles/gallon,33 - 35 miles/gallon,2.2L L4 DOHC 16V,4A,FWD,
2GCEC13T841409379,2004,Chevrolet,Silverado 1500,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,16 miles/gallon,19 miles/gallon,5.3L V8 OHV 16V,4A,RWD,"$34,480 USD"
JN8AZ1MW9CW230057,2012,Nissan,Murano,SPORT UTILITY 4-DR,Wagon,4,Gasoline,18 miles/gallon,23 miles/gallon,3.5L V6 DOHC 24V,CVT,4WD,"$38,000 USD"
1HGCM56867A021100,2007,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,24 miles/gallon,34 miles/gallon,2.4L L4 DOHC 16V,5A,FWD,"$25,050 USD"
2G1WF52E539104534,2003,Chevrolet,Impala,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,19 - 21 miles/gallon,29 - 32 miles/gallon,3.4L V6 OHV 12V,4A,FWD,"$21,160 USD"
1FM5K7B85DGA27683,2013,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,20 miles/gallon,28 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$28,870 USD"
1GKFC13J77J103677,2007,GMC,Yukon,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,16 miles/gallon,22 miles/gallon,5.3L V8 OHV 16V,4A,RWD,"$36,460 USD"
1GC1KUEG5HF211487,2017,Chevrolet,Silverado 2500HD,CREW CAB PICKUP 4-DR,Pickup,4,Gasoline,,,6.0L V8 OHV 16V FFV,6A,4WD,"$40,050 USD"
1FMHK7D85CGA79730,2012,Ford,Explorer,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,18 - 20 miles/gallon,25 - 28 miles/gallon,3.5L V6 DOHC 24V,6A,FWD,"$31,980 USD"
1GT421C84FF118089,2015,GMC,Sierra 3500HD,CREW CAB PICKUP 4-DR,Pickup,4,Diesel,,,6.6L V8 OHV 16 DIESEL,6A,4WD,"$40,575 USD"
3N1AB7AP6EL654050,2014,Nissan,Sentra,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,36 miles/gallon,1.8L L4  SFI DOHC 16V,6M,FWD,
5FNRL5H60EB068599,2014,Honda,Odyssey,SPORTS VAN,Minivan,5,Gasoline,19 miles/gallon,28 miles/gallon,3.5L V6 SOHC 24V,6A,FWD,"$35,625 USD"
1GNSCKE05DR323134,2013,Chevrolet,Suburban,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Flexible Fuel Vehicle (FFV),15 miles/gallon,21 miles/gallon,5.3L V8 OHV 16V FFV,6A,RWD,"$55,440 USD"
JN1CV6AR0BM403067,2011,Infiniti,G Sedan,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,18 miles/gallon,25 miles/gallon,3.7L V6 DOHC 24V,5A,4WD,"$37,400 USD"
WD5WD341325333402,2002,Freightliner,Sprinter,EXTENDED CARGO VAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Diesel,,,2.7L L5 DOHC 20V TURBO DIESEL,5A,RWD,
1HGCR2F3XDA171355,2013,Honda,Accord,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,27 miles/gallon,36 miles/gallon,2.4L L4 DOHC 16V,CVT,FWD,"$22,480 USD"
5TDDK3EH5DS229000,2013,Toyota,Highlander,SPORT UTILITY 4-DR,Wagon,5,Gasoline,17 miles/gallon,22 miles/gallon,3.5L V6 DOHC 24V,5A,4WD,"$39,250 USD"
5FNRL38739B401154,2009,Honda,Odyssey,SPORTS VAN,Minivan,5,Gasoline,17 miles/gallon,25 miles/gallon,3.5L V6 SOHC 24V,5A,FWD,"$34,755 USD"
5N1AT2MV3FC822016,2015,Nissan,Rogue,SPORT UTILITY 4-DR,Wagon,4,Gasoline,25 miles/gallon,32 miles/gallon,2.5L L4 DOHC 16V,CVT,AWD,"$24,140 USD"
JN8AS5MV5DW644425,2013,Nissan,Rogue,SPORT UTILITY 4-DR,Wagon,4,Gasoline,22 miles/gallon,27 miles/gallon,2.5L L4 DOHC 16V,CVT,4WD,"$23,910 USD"
2GNAXMEV2J6265840,2018,Chevrolet,Equinox,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,26 miles/gallon,32 miles/gallon,1.5L L4 DIR DOHC 16V TURBO,6A,FWD,"$26,750 USD"
1FTER1FH4KLA86008,2019,Ford,Ranger,EXTENDED CAB PICKUP 4-DR,Pickup,,Gasoline,20 miles/gallon,24 miles/gallon,2.3L L4 DOHC 16V,10A,4WD,"$28,460 USD"
1GCDSCFE2C8170253,2012,Chevrolet,Colorado,CREW CAB PICKUP 4-DR,Pickup,4,,17 - 18 miles/gallon,23 - 25 miles/gallon,2.9L L4 DOHC 16V,4A,RWD,"$24,205 USD"
1G4PP5SK3E4168717,2014,Buick,Verano,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,21 miles/gallon,32 miles/gallon,2.4L L4 DOHC 16V FFV,6A,FWD,"$23,700 USD"
5LMJJ2H55DEL00647,2013,Lincoln,Navigator,SPORT UTILITY 4-DR,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,Gasoline,14 miles/gallon,20 miles/gallon,5.4L V8 SOHC 24V,6A,RWD,"$57,875 USD"
1GAWGPFA2C1192768,2012,Chevrolet,Express,SPORTS VAN,Van,4,Gasoline,11 miles/gallon,16 - 17 miles/gallon,4.8L V8 OHV 16V FFV,6A,RWD,"$29,835 USD"
1C6RD6KP2CS299192,2012,RAM,1500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,14 miles/gallon,19 - 20 miles/gallon,4.7L V8 SOHC 16V,6A,RWD,"$29,645 USD"
JTHBA30G045012645,2004,Lexus,ES 330,SEDAN 4-DR,Sedan/Saloon,4,Gasoline,20 miles/gallon,29 miles/gallon,3.3L V6 DOHC 24V,5A,FWD,"$31,725 USD"
1C6RR7FT8DS676995,2013,RAM,1500,CREW CAB PICKUP 4-DR,Pickup,,Gasoline,13 - 14 miles/gallon,19 miles/gallon,5.7L V8 OHV 16V,6A,4WD,"$30,630 USD"
