vin,price,condition,fuel,size,type,odometer,state,lat,long
1C6RR7FG4HS631514,25995,excellent,gas,mid-size,truck,54292.0,wi,44.5204,-88.0665
5LMFU28R23LJ41337,6000,good,gas,full-size,SUV,156553.0,fl,27.8466,-82.7954
5J6RW6H37KL004758,25999,excellent,gas,full-size,SUV,3905.0,co,39.0807,-108.58200000000001
3GNFK16Z22G285290,3000,good,gas,full-size,SUV,248044.0,ne,40.4378,-99.3889
WAU2MAFC2EN091400,26500,like new,diesel,full-size,sedan,86000.0,fl,27.9625,-82.4895
2CNFLNEY5A6374962,7900,excellent,gas,full-size,SUV,94862.0,wi,44.2745,-88.6791
3D7LX38C16G250656,19995,good,diesel,full-size,pickup,232890.0,co,38.7126,-107.985
5YJ3E1EC9LF586517,55000,like new,electric,mid-size,sedan,11000.0,fl,27.0096,-82.3822
KL1TG56E89B301925,2900,good,gas,compact,sedan,114000.0,wi,44.0383,-88.7061
1C6RR7FT1HS631712,29499,excellent,gas,mid-size,truck,26454.0,wi,44.5204,-88.0665
1G11B5SAXGF126707,15000,like new,gas,full-size,sedan,31502.0,ks,38.0476,-97.9318
1C6RR6FT5ES320094,0,excellent,gas,full-size,truck,109267.0,fl,27.4813,-82.5719
3KPFL4A75HE006707,10900,excellent,gas,mid-size,sedan,37288.0,fl,27.4813,-82.5719
5XXGR4A63CG053888,9900,excellent,gas,mid-size,sedan,103928.0,fl,27.4813,-82.5719
KM8J33A41HU393800,19595,like new,gas,mid-size,SUV,19808.0,oh,41.1021,-80.7313
KNADC125846327589,2600,good,gas,compact,sedan,178279.0,wv,39.4852,-77.8954
1FTYR2CM0KKB11514,34900,like new,gas,full-size,van,6742.0,ky,36.4641,-86.6583
3C6JR6DT0KG546949,26500,like new,gas,full-size,truck,13299.0,ky,36.4641,-86.6583
NM0LS7F72G1265606,15900,excellent,gas,full-size,van,99736.0,ky,36.4641,-86.6583
3GCNWAEF3KG260673,28900,like new,gas,full-size,truck,17543.0,ky,36.4641,-86.6583
1GCWGAFG4J1904042,20500,like new,gas,full-size,van,31970.0,ky,36.4641,-86.6583
3GTU2NEC1GG244645,33900,excellent,gas,full-size,pickup,66133.0,ia,42.4769,-92.2841
3GCNWAEF3KG182430,26300,like new,gas,full-size,truck,13625.0,ky,36.4641,-86.6583
1FM5K8D88FGC53027,19495,excellent,gas,full-size,SUV,77744.0,oh,41.1021,-80.7313
WDCGG5GB5BF620187,10650,excellent,gas,full-size,SUV,156524.0,fl,28.0697,-82.4489
3LN6L5F90HR632959,24395,excellent,gas,full-size,sedan,35838.0,oh,41.1021,-80.7313
1FTSX20RX9EA96587,8500,like new,diesel,full-size,pickup,214202.0,fl,28.0081,-82.5805
4T1B11HK4JU537154,19909,like new,gas,full-size,sedan,27087.0,fl,27.9625,-82.4895
JTDDR32T920127946,6300,excellent,gas,compact,coupe,55232.0,oh,41.1627,-80.6646
3FA6P0H77GR257289,4200,salvage,gas,mid-size,sedan,64800.0,oh,41.0704,-80.6931
WBADE6320VBW54444,3800,excellent,gas,mid-size,sedan,172677.0,fl,27.4873,-82.6415
3D6WU6CL6BG593783,28900,excellent,diesel,full-size,truck,154054.0,ky,39.1573,-85.2938
3C7WRTCL7HG684370,39500,excellent,diesel,full-size,truck,65972.0,ky,39.1573,-85.2938
1FT8W3DT7JEB01354,45900,excellent,diesel,full-size,truck,165053.0,ky,39.1573,-85.2938
5FPYK1F70CB454639,13950,excellent,gas,full-size,SUV,141000.0,oh,41.0891,-80.7043
1GCGG29C591149014,6950,good,gas,full-size,truck,202000.0,oh,41.0891,-80.7043
1FDWF37P06EC16693,20000,like new,diesel,full-size,truck,18400.0,ky,37.5087,-82.8518
1C4PJLABXFW560370,15990,excellent,gas,full-size,SUV,41741.0,fl,28.026999999999997,-82.4599
KNAFX4A65E5215980,5995,excellent,gas,compact,sedan,97722.0,ky,36.9344,-84.1021
1C4BJWFG6FL694889,38000,like new,gas,full-size,SUV,15230.0,fl,27.2866,-82.477
5TFRU5F11EX032754,16900,excellent,gas,full-size,truck,106240.0,fl,27.4813,-82.5719
1N4AL3AP1HC180727,11900,excellent,gas,mid-size,sedan,55454.0,fl,27.4813,-82.5719
5NPEC4AC5BH068815,7900,excellent,gas,mid-size,sedan,110692.0,fl,27.4813,-82.5719
WMWZC3C59DWP23286,7500,excellent,gas,sub-compact,hatchback,140582.0,fl,27.3688,-82.5268
KL1TD66628B049627,5500,excellent,gas,compact,hatchback,40000.0,wa,48.748999999999995,-122.48899999999999
3D6WU6CL6BG593783,28900,excellent,diesel,full-size,truck,154054.0,ky,39.1573,-85.2938
1J8GN28K89W533086,11995,like new,gas,full-size,SUV,49581.0,fl,27.2693,-82.4817
2G1WU581269206047,4950,good,gas,mid-size,sedan,130568.0,fl,27.5692,-82.4261
1VWCV7A32FC064075,16988,excellent,diesel,mid-size,sedan,47166.0,wi,44.4737,-88.0631
2FMPK4APXGBC14638,24590,excellent,gas,full-size,SUV,35862.0,wi,44.3238,-88.9798
5LMTJ2AH6FUJ13987,16490,excellent,gas,full-size,SUV,85664.0,wi,44.3238,-88.9798
5UXWX9C56D0A08659,10990,excellent,gas,full-size,SUV,123913.0,wi,44.3238,-88.9798
1FT7W2B6XHEC90174,38990,excellent,gas,full-size,truck,96602.0,wi,44.3238,-88.9798
3C6UR5GJ3GG224105,35490,excellent,gas,full-size,truck,101971.0,wi,44.3238,-88.9798
1GT120CG8DF190415,26990,excellent,gas,full-size,truck,60463.0,wi,44.3238,-88.9798
5TFLU4EN7CX036115,22590,excellent,gas,full-size,truck,105642.0,wi,44.3238,-88.9798
1FT8W3DT7JEB01354,45900,excellent,diesel,full-size,truck,165053.0,ky,39.1573,-85.2938
3C7WRTCL7HG684370,39500,excellent,diesel,full-size,truck,65972.0,ky,39.1573,-85.2938
1FTNE1EW9BDA11987,10977,good,gas,full-size,van,139367.0,fl,27.8748,-82.7871
1GT12SEG3HF183239,36990,excellent,gas,full-size,truck,66911.0,wi,44.3238,-88.9798
1J4GW48S52C145461,4995,good,gas,mid-size,SUV,145000.0,fl,27.2866,-82.477
1GNEK13T25J228411,8495,excellent,gas,full-size,SUV,157000.0,fl,27.2866,-82.477
1D8HD48P67F532989,6495,excellent,gas,full-size,SUV,135937.0,fl,27.2866,-82.477
1N6BD0CT5AC417601,9995,excellent,gas,mid-size,truck,153000.0,fl,27.2866,-82.477
1LNHM83V77Y602785,6500,excellent,gas,full-size,truck,116000.0,ky,38.0513,-84.499
1GCEC14X65Z262876,8495,excellent,gas,full-size,truck,135000.0,fl,27.2866,-82.477
2LNBL8CV2AX605836,10500,like new,gas,full-size,sedan,62000.0,ms,30.4033,-88.9605
IFADP3H23HL303438,6500,fair,gas,compact,sedan,31000.0,co,37.4024,-107.844
JM1FE173840106977,5900,excellent,gas,sub-compact,coupe,144668.0,fl,27.4813,-82.5719
5NPEB4AC3BH014383,7900,excellent,gas,mid-size,sedan,100797.0,fl,27.4813,-82.5719
5YFBURHE8FP268231,9900,excellent,gas,compact,sedan,58244.0,fl,27.4813,-82.5719
5TDZT38A51S050856,4500,good,gas,full-size,SUV,224600.0,ky,38.2074,-84.8784
1FTHX26F3VEC22905,18900,good,diesel,full-size,pickup,86000.0,ky,38.2117,-84.5562
3C63RRHLXKG621905,44900,excellent,diesel,full-size,pickup,53401.0,wi,44.2273,-88.4679
1FTEW1EP8HKD88918,31668,excellent,gas,mid-size,truck,68192.0,wi,44.5204,-88.0665
1G6AJ5SX2F0107829,22595,excellent,gas,full-size,sedan,39284.0,oh,41.1021,-80.7313
3FA6P0H77GR307317,10900,excellent,gas,mid-size,sedan,81955.0,fl,27.4813,-82.5719
WDBLK65G93T132577,6000,excellent,gas,mid-size,convertible,116000.0,fl,27.3269,-82.5433
1C6RR7LG5ES292181,20900,excellent,gas,full-size,pickup,135014.0,fl,27.4813,-82.5719
1HGCR2F5XFA181517,0,excellent,gas,mid-size,sedan,40971.0,fl,27.4813,-82.5719
1N4AL2AP0AC148755,7900,excellent,gas,mid-size,sedan,111360.0,fl,27.4813,-82.5719
5XXGR4A63CG053888,9900,excellent,gas,mid-size,sedan,103928.0,fl,27.4813,-82.5719
1N4AL3AP1HC180727,13900,excellent,gas,mid-size,sedan,55454.0,fl,27.4813,-82.5719
JTHBE1BL9E5031621,23900,like new,gas,mid-size,sedan,77402.0,fl,27.3672,-82.4848
1GCJC33205F925392,17995,like new,diesel,full-size,truck,141930.0,fl,27.2694,-82.4817
1GTW7AFG0K1312901,26499,excellent,gas,full-size,van,11901.0,wi,44.5204,-88.0665
1G1BE5SM0H7105415,9990,excellent,gas,compact,sedan,91081.0,fl,27.9382,-82.3756
1FTWW32P44ED94521,18990,excellent,diesel,full-size,pickup,100404.0,fl,27.9382,-82.3756
5UXKR0C56E0K49964,17990,excellent,gas,full-size,SUV,117862.0,fl,27.9382,-82.3756
5NPEC4AC5BH162581,6990,excellent,gas,mid-size,sedan,133000.0,fl,27.9382,-82.3756
1FMJU1K51EEF03663,15990,excellent,gas,full-size,SUV,102624.0,fl,27.9382,-82.3756
3FADP4BJ0EM120935,6900,excellent,gas,sub-compact,sedan,133941.0,wi,44.4737,-88.0631
1FMCU9G92GUC55614,17488,excellent,gas,mid-size,SUV,48600.0,wi,44.4737,-88.0631
1C4BJWFG1FL664246,36999,excellent,gas,mid-size,SUV,64785.0,co,38.4067,-107.844
1C4PJMBS3HW525371,24395,excellent,gas,mid-size,SUV,72466.0,co,38.4064,-107.844
WAUENAF48HN066024,29550,like new,gas,full-size,sedan,21905.0,co,38.4965,-107.897
JF2SHADC1DH412657,7990,excellent,gas,full-size,wagon,147000.0,wv,38.9268,-78.1796
YV1SW61N012066827,1900,good,gas,mid-size,wagon,206000.0,wa,48.7974,-122.445
JB3XD44S4MY027040,2400,good,gas,compact,coupe,167300.0,co,39.088,-108.458
3D7KS28A58G190855,15995,excellent,diesel,full-size,truck,196814.0,wi,45.3012,-92.9708
1N4AL3APXFC238511,8000,good,gas,mid-size,sedan,93000.0,wi,44.9369,-91.3929
1FTBF2B65DEA61146,22000,like new,gas,full-size,truck,71125.0,wi,44.5599,-91.2191
1FMJU1JT6LEA44112,56105,new,gas,full-size,SUV,1.0,ne,41.4473,-97.0584
JNKCV64F69M652061,11995,excellent,gas,mid-size,coupe,90585.0,ne,41.2464,-95.8565
1GNSKJE71CR163763,21900,excellent,gas,full-size,SUV,82050.0,ca,34.4352,-119.819
1GNSKJE71CR163763,21900,excellent,gas,full-size,SUV,82050.0,ca,34.4353,-119.819
1GNSKJE71CR163763,21900,excellent,gas,full-size,SUV,82050.0,ca,34.4352,-119.819
5TBDT48176S551635,10995,excellent,gas,full-size,truck,168056.0,ne,41.2464,-95.8565
ZFBCFADH4FZ032488,8995,excellent,gas,full-size,SUV,74782.0,ne,41.2464,-95.8565
5N1BV28U17N141861,4000,good,gas,full-size,mini-van,143000.0,fl,28.1147,-82.3678
1GCEK29049Z129799,10888,good,gas,full-size,truck,176000.0,ms,30.5202,-89.6473
1D7KS28C16J155629,13888,good,diesel,full-size,truck,262000.0,ms,30.5202,-89.6473
1GCHG35U661248414,5000,good,gas,full-size,van,245000.0,ca,34.6583,-120.45100000000001
2FMPK4J8XGBB00454,21995,excellent,gas,mid-size,SUV,56286.0,wi,44.8718,-91.9265
5XYZK3AB4BG034412,7988,good,gas,full-size,SUV,166000.0,ms,30.5202,-89.6473
1FTFW1ETXCFC89097,11160,good,gas,full-size,truck,198000.0,ms,30.5202,-89.6473
1D7KS28C16J155629,13888,good,diesel,full-size,truck,262000.0,ms,30.5202,-89.6473
3GCEK13M98G125557,11888,good,gas,full-size,truck,210000.0,ms,30.5202,-89.6473
1FTFW1EV1AFC30440,13995,excellent,gas,full-size,truck,140847.0,ne,41.2464,-95.8565
5FNYF28638B002618,7500,excellent,gas,full-size,SUV,159288.0,ne,41.2464,-95.8565
1GYFK66818R258422,14995,excellent,gas,full-size,SUV,136360.0,ne,41.2464,-95.8565
2T3BF33V59W021595,9995,excellent,gas,full-size,SUV,93765.0,ne,41.2464,-95.8565
6G3F15RW5HL311822,43950,excellent,gas,full-size,sedan,8143.0,ca,34.6444,-120.458
1GCEK19Z07Z139428,10995,excellent,gas,full-size,truck,139302.0,ne,41.2464,-95.8565
1FTSX21P86EA76041,10995,excellent,diesel,full-size,truck,159469.0,ne,41.2464,-95.8565
1ZVFT80N275244559,10500,excellent,gas,mid-size,coupe,53286.0,ne,41.2464,-95.8565
1GNERHKW8JJ206178,30177,like new,gas,full-size,SUV,48954.0,fl,27.9625,-82.4895
1J4FA49S74P729798,12995,excellent,gas,full-size,SUV,110036.0,ne,41.2464,-95.8565
1J4FA49S61P302818,13995,excellent,gas,full-size,SUV,101131.0,ne,41.2464,-95.8565
1GCEC14V06E128114,3950,good,gas,full-size,truck,275000.0,fl,27.9004,-82.7152
1FMZU73K73ZB26241,2995,good,gas,full-size,SUV,253902.0,ms,32.3449,-90.219
1J4FA39S06P734967,10995,excellent,gas,full-size,SUV,173648.0,ne,41.2464,-95.8565
1GNSKJKC5HR271764,49900,like new,gas,full-size,SUV,45000.0,ca,34.9367,-120.235
1GT321CG3FZ530862,27995,excellent,gas,full-size,truck,58450.0,wi,43.3021,-88.3765
1VWCT7A33HC043342,15600,like new,gas,full-size,sedan,54400.0,ms,33.743,-90.7309
JTHHE5BC2F5006143,26500,good,gas,full-size,coupe,48663.0,ms,32.2572,-90.3382
00000000000,7500,good,gas,full-size,coupe,100000.0,wi,45.5576,-93.2889
1FTYR11U56PA63577,3995,excellent,gas,full-size,truck,184850.0,wi,43.3021,-88.3765
1HGCP36898A006846,8500,excellent,gas,mid-size,sedan,137973.0,wi,44.2745,-88.6791
1GTW7AFG8K1225845,0,good,gas,mid-size,van,17029.0,sc,33.7115,-78.9096
4JDGF7CE1DA223322,22900,excellent,gas,full-size,SUV,90268.0,ky,37.9528,-84.5853
WVGBV3AX4EW105762,14349,excellent,gas,mid-size,SUV,60951.0,wa,48.7974,-122.445
1GNFK13097J205642,13980,excellent,gas,full-size,SUV,138097.0,ky,37.9119,-84.5593
2GNFLFEK0H6143281,20988,excellent,gas,mid-size,SUV,39315.0,wi,44.9018,-91.9365
1GNKVHKD4HJ340757,30988,excellent,gas,full-size,SUV,32765.0,wi,44.9016,-91.9367
1GTG6CEN7H1247637,30988,excellent,gas,mid-size,truck,27213.0,wi,44.9016,-91.9366
1FTFX1EF9GKD65283,30988,excellent,gas,full-size,truck,60455.0,wi,44.9017,-91.9366
1GTV2MEC7JZ292477,34988,excellent,gas,full-size,truck,18658.0,wi,44.9016,-91.9367
1GKKVSKD6HJ304448,33988,excellent,gas,full-size,SUV,15728.0,wi,44.9016,-91.9369
1FTWW31R58EA05488,27995,like new,diesel,full-size,truck,71608.0,wi,45.301,-92.9709
2G2WP552661146966,5195,excellent,gas,mid-size,sedan,114364.0,wi,44.7972,-91.4626
2C4RDGBG1GR370405,12995,excellent,gas,full-size,van,77509.0,wi,44.7972,-91.4626
5NMSH73E68H139367,2995,good,gas,mid-size,SUV,227000.0,wi,44.8732,-91.6923
1GCHK23K28F148908,12995,excellent,gas,full-size,truck,237499.0,wi,45.3012,-92.9708
2FMPK4J91KBC03926,29900,like new,gas,mid-size,SUV,22000.0,ne,41.4473,-97.0584
2HGFC3A55JH758234,21000,like new,gas,compact,coupe,34000.0,ky,37.7546,-84.2955
1FM5K8D88JGA65827,34900,like new,gas,mid-size,SUV,22000.0,ne,41.4473,-97.0584
1GNKRGKD8EJ223838,9000,excellent,gas,full-size,SUV,148216.0,ne,40.851,-96.711
2GNFLEEK8D6313391,9250,excellent,gas,mid-size,SUV,126286.0,ne,40.85,-96.6249
1G1ZS68N27F222740,3850,good,gas,compact,sedan,135000.0,ne,40.85,-96.6249
1G4CW54C7K1621466,0,excellent,gas,mid-size,sedan,115416.0,ne,40.85,-96.6249
OF91H565766,13900,good,gas,mid-size,coupe,28403.0,ne,40.6252,-96.6293
1FTFW1EFXEFC64536,23995,excellent,gas,mid-size,truck,86277.0,wi,44.5204,-88.0665
3VW217AUXFM031520,10000,excellent,gas,compact,hatchback,103243.0,wi,44.4737,-88.0631
3VWEF71K97M170553,6200,excellent,gas,compact,sedan,110206.0,wi,44.4737,-88.0631
3C7WRTCL7HG684370,39500,excellent,diesel,full-size,truck,65972.0,ky,39.1573,-85.2938
1FT8W3DT7JEB01354,45900,excellent,diesel,full-size,truck,165053.0,ky,39.1573,-85.2938
1GCWGAFG7K1289939,29995,excellent,gas,full-size,van,12233.0,wi,44.4737,-88.0631
1G11E5SL7EF171528,10987,excellent,gas,mid-size,sedan,109500.0,wi,44.5204,-88.0665
KNDJT2A23B7726016,9990,excellent,gas,compact,wagon,83566.0,wi,44.5204,-88.0665
KL1TD56E99B637446,0,excellent,gas,compact,sedan,57868.0,wi,44.4737,-88.0631
1FMCU0J95FUB26074,14995,excellent,gas,mid-size,SUV,72748.0,wi,44.5204,-88.0665
6F07C739540,6500,fair,gas,mid-size,coupe,96452.0,sc,34.1312,-81.3318
3VWRM71K58M059653,0,excellent,gas,compact,sedan,191287.0,wi,44.4737,-88.0631
2FMDK4JC1BBB05722,11495,excellent,gas,mid-size,SUV,105541.0,wi,44.5204,-88.0665
2FMPK4J96JBC21126,21985,excellent,gas,full-size,SUV,74491.0,ky,37.9119,-84.5593
1FA6P0H70F5105808,11995,excellent,gas,mid-size,sedan,86809.0,wi,44.5204,-88.0665
1G4PR5SK1E4215141,10700,excellent,gas,mid-size,sedan,76000.0,ky,38.1995,-84.8627
50DA33939M,19500,good,gas,full-size,sedan,33377.0,ky,37.8721,-84.5795
1GNKVJKD4DJ136963,15295,excellent,gas,full-size,SUV,65000.0,wi,45.8362,-87.0406
3D7KS28D25G757125,16000,good,gas,mid-size,pickup,40000.0,wa,48.8455,-122.309
IC4SDJET4JC133883,35999,excellent,gas,mid-size,SUV,65000.0,ct,41.2927,-72.4563
1C3CCBBB3CN330841,7895,excellent,gas,mid-size,sedan,100555.0,wi,44.5204,-88.0665
1J4FT28B69D195430,6850,good,gas,mid-size,SUV,119678.0,wi,44.2763,-88.478
KNDJT2A21A7082160,3950,good,gas,compact,hatchback,205527.0,wi,44.2762,-88.4777
1GCVKREC7HZ339496,0,excellent,gas,mid-size,truck,32691.0,wi,44.4737,-88.0631
1G1ZC5E12BF324153,4995,new,gas,mid-size,sedan,145000.0,ct,41.7312,-71.5468
5TBBT44142S249419,0,excellent,gas,full-size,pickup,172360.0,ct,41.2175,-73.0549
1GNFK16338R251816,0,excellent,gas,full-size,SUV,178800.0,ct,41.2175,-73.0549
2T1BR32E27C746393,0,excellent,gas,mid-size,sedan,89125.0,ct,41.2175,-73.0549
JM1FE173840106977,5900,excellent,gas,sub-compact,coupe,144668.0,fl,27.4813,-82.5719
1GCEK14T8XZ143777,0,fair,gas,full-size,pickup,234848.0,ct,41.2175,-73.0549
5NPEC4AC5BH068815,7900,excellent,gas,mid-size,sedan,110692.0,fl,27.4813,-82.5719
1G8ZS57B68F286543,9995,excellent,gas,mid-size,sedan,106975.0,wi,44.4737,-88.0631
2FMDK3JC1DBE32571,13989,excellent,gas,mid-size,SUV,92514.0,wi,44.5204,-88.0665
5NPEB4AC3BH014383,7900,excellent,gas,mid-size,sedan,100797.0,fl,27.4813,-82.5719
5YFBURHE8FP268231,9900,excellent,gas,compact,sedan,58244.0,fl,27.4813,-82.5719
3D4PG9FG1BT516671,8995,like new,gas,full-size,SUV,88250.0,fl,27.2693,-82.4818
5J6TF2H56CL001917,10000,excellent,gas,compact,wagon,159942.0,wi,44.4737,-88.0631
1FDSF34LX3ED84904,7900,good,gas,full-size,truck,170000.0,fl,27.5841,-82.2028
YV1RS64A142407627,2995,good,gas,full-size,sedan,191000.0,ct,41.7312,-71.5468
1FMCU59389KB92891,7499,excellent,gas,full-size,SUV,124740.0,ct,41.2175,-73.0549
2GTEK19B951280961,0,excellent,gas,full-size,pickup,127864.0,ct,41.2175,-73.0549
1FT8X3BT7BEA04625,25990,excellent,diesel,full-size,truck,152094.0,ct,42.8753,-71.1562
1FTSX21R88EB49025,18990,excellent,diesel,full-size,truck,177448.0,ct,42.8753,-71.1562
2GTEK13M481205289,14995,excellent,gas,full-size,pickup,128487.0,ct,42.8753,-71.1562
WVWEV71K07W022992,5995,good,gas,compact,hatchback,180000.0,fl,27.2866,-82.477
SAJGX2040XC041134,10000,good,gas,mid-size,convertible,85000.0,ky,38.2067,-84.806
3C6UR5DJ5EG253493,35990,good,gas,full-size,truck,62773.0,wi,44.4658,-88.1064
1GC1KVEGXFF581904,27990,good,gas,full-size,truck,122517.0,wi,44.4658,-88.1064
5N1BA0ND1AN608689,10990,excellent,gas,full-size,SUV,141050.0,fl,28.026999999999997,-82.4599
2FMGK5B84DBD27199,9495,good,gas,full-size,SUV,155800.0,ct,41.5851,-71.9404
5J6RE4H35AL031690,7995,good,gas,full-size,SUV,188817.0,ct,41.5851,-71.9404
JM3TB3MV0A0201856,9995,good,gas,full-size,SUV,137800.0,ct,41.5851,-71.9404
1FMCU9J91JUA09976,25500,like new,gas,mid-size,SUV,13000.0,wi,44.5624,-88.0941
5FNRL3H40AB077588,8495,good,gas,full-size,van,113218.0,ct,41.5851,-71.9404
5J6RE48509L003602,8295,good,gas,full-size,SUV,167300.0,ct,41.5851,-71.9404
1FTNE2EW9DDB09054,0,good,gas,mid-size,van,0.0,sc,33.7115,-78.9096
1GCWGAFF7H1119256,0,good,gas,mid-size,van,0.0,sc,33.7115,-78.9096
1C6RR7FT1HS631712,29499,excellent,gas,mid-size,truck,26454.0,wi,44.5204,-88.0665
1FMCU9G92GUC55614,17488,excellent,gas,mid-size,SUV,48600.0,wi,44.4737,-88.0631
1VWBN7A38DC032031,11990,excellent,diesel,mid-size,sedan,94742.0,wi,44.4737,-88.0631
KMHEC4A41EA108095,13956,excellent,hybrid,mid-size,sedan,72829.0,wi,44.5204,-88.0665
1GCEK19Z15Z237204,11995,like new,gas,full-size,truck,155000.0,fl,27.2995,-82.4809
5N1AN0NU2DN822126,11900,like new,gas,mid-size,SUV,75700.0,fl,27.1384,-82.4518
1NXBR32EX6Z627553,2295,excellent,gas,mid-size,sedan,219116.0,wi,44.6447,-88.0923
JTHCK262982021004,7999,good,gas,mid-size,sedan,90686.0,fl,27.2666,-82.5163
2G1125S38J9101094,25000,like new,gas,full-size,sedan,23500.0,fl,27.339000000000002,-82.3473
3GNAXTEX9JS526376,17995,excellent,gas,full-size,SUV,39373.0,wi,44.6447,-88.0923
2C3KA53G17H612424,5500,excellent,gas,full-size,sedan,135224.0,fl,27.2666,-82.5163
1G1PE5SB3E7406552,7995,excellent,gas,mid-size,sedan,118437.0,wi,44.6447,-88.0923
1B3HB48A19D148411,3950,excellent,gas,mid-size,hatchback,155420.0,ky,38.0518,-84.4568
WVWKK63B84P099487,10000,excellent,gas,mid-size,sedan,172600.0,ky,38.0464,-84.4953
5TEJU62N07Z377670,11900,excellent,gas,mid-size,truck,256506.0,or,44.9611,-123.01299999999999
2HGFG12826H545945,5200,good,gas,mid-size,coupe,139950.0,or,44.949,-123.00399999999999
JNKCV51E46M500247,6499,good,gas,full-size,sedan,80500.0,fl,27.1112,-82.4364
1C6RR7LG5ES292181,20900,excellent,gas,full-size,pickup,135014.0,fl,27.4813,-82.5719
5TFRM5F14CX049917,18900,excellent,gas,full-size,pickup,95784.0,fl,27.4813,-82.5719
1N4AL2AP0AC148755,7900,excellent,gas,mid-size,sedan,111360.0,fl,27.4813,-82.5719
JHMES95644S009536,2250,good,hybrid,compact,sedan,265000.0,or,44.9026,-122.90700000000001
JTHBD192920061730,5200,good,gas,mid-size,sedan,130600.0,fl,27.0498,-82.1288
1FTZR45E82TA38473,2995,fair,gas,mid-size,truck,157000.0,oh,40.8411,-80.6492
5LMTJ2AH4FUJ00462,19995,excellent,gas,mid-size,SUV,54143.0,oh,41.1021,-80.7313
1NXBU4EE5AZ261431,10995,good,gas,compact,sedan,73000.0,or,45.2354,-123.15299999999999
1FMCU0JX0FUB11514,12595,excellent,gas,mid-size,SUV,89945.0,oh,41.1021,-80.7313
1G1YY32G425120745,19500,good,gas,mid-size,convertible,43000.0,fl,27.3859,-82.4783
2C4RDGEG5CR159133,10490,excellent,gas,full-size,van,90211.0,wi,44.3238,-88.9798
1GC2KVEG4HZ193976,35990,excellent,gas,full-size,truck,55528.0,wi,44.3238,-88.9798
1GT12UE89GF165427,46990,excellent,diesel,full-size,truck,96236.0,wi,44.3238,-88.9798
WBANB53526CP02653,3000,good,gas,full-size,sedan,207000.0,ky,37.0617,-84.4498
1FT7X2B65JEB01577,36990,excellent,gas,full-size,truck,61796.0,wi,44.3238,-88.9798
2FMDK4JC9BBA35869,7250,excellent,gas,mid-size,SUV,173104.0,wi,44.2761,-88.4779
1C6SRFMT8KN904343,39995,like new,gas,full-size,truck,8046.0,wi,44.2106,-88.1516
WBAWC33539PU83978,8777,excellent,gas,sub-compact,coupe,149675.0,or,45.513999999999996,-122.579
5TFRX5GN7KX143698,24995,excellent,gas,mid-size,pickup,20470.0,or,45.513999999999996,-122.579
2G1WF5EK1B1137240,1499,like new,gas,full-size,sedan,121025.0,az,32.7093,-114.491
1D7HW48KX6S695492,7995,excellent,gas,full-size,pickup,165447.0,or,45.513999999999996,-122.579
2C3CDXHG8EH137948,15995,excellent,gas,full-size,sedan,118975.0,or,45.513999999999996,-122.579
YV4612RK9F2628253,19795,excellent,gas,mid-size,SUV,72619.0,oh,41.1021,-80.7313
2FMDK4JC1EBB66539,12888,excellent,gas,mid-size,SUV,109462.0,or,45.513999999999996,-122.579
19UUA566X3A066899,5995,excellent,gas,mid-size,sedan,185811.0,or,45.513999999999996,-122.579
WBAPL33519A404122,7995,excellent,gas,compact,sedan,173430.0,or,45.513999999999996,-122.579
2FMDK3GCXBBB11214,0,excellent,gas,mid-size,sedan,95120.0,or,45.513999999999996,-122.579
1FMYU70E61UB06227,3495,excellent,gas,mid-size,SUV,181268.0,or,45.513999999999996,-122.579
2C4RDGCG4ER290270,1499,like new,gas,full-size,mini-van,105886.0,az,32.7093,-114.491
1FMCU9DG1CKA91202,8995,excellent,gas,compact,SUV,154962.0,or,45.513999999999996,-122.579
1FADP3N24EL414404,8995,excellent,gas,compact,sedan,75614.0,or,45.513999999999996,-122.579
2V4RW3D18AR242607,6995,excellent,gas,mid-size,mini-van,151539.0,or,45.513999999999996,-122.579
1HGCS2B81AA004979,9888,excellent,gas,compact,coupe,112130.0,or,45.513999999999996,-122.579
3N1CN7AP0EL817646,7495,excellent,gas,compact,sedan,99923.0,or,45.513999999999996,-122.579
1FTSW31P84EB91387,10995,excellent,diesel,full-size,pickup,307648.0,or,45.513999999999996,-122.579
1G1ZT58N07F242248,4495,good,gas,mid-size,sedan,99700.0,oh,41.105,-80.6945
1J8FT28W88D558276,5995,excellent,gas,compact,SUV,99501.0,or,45.513999999999996,-122.579
1FTSW31F51EB12518,13995,excellent,diesel,full-size,pickup,224365.0,or,45.513999999999996,-122.579
WBAHN83548DT84067,8995,excellent,gas,full-size,sedan,118875.0,or,45.513999999999996,-122.579
4JGCB65E98A074677,4995,excellent,gas,mid-size,SUV,194291.0,or,45.513999999999996,-122.579
1J4BA5H15BL614358,25995,excellent,gas,mid-size,SUV,71819.0,or,45.513999999999996,-122.579
WVGBV7AX6CW582536,8888,excellent,gas,mid-size,SUV,140382.0,or,45.513999999999996,-122.579
6Y89A859638,10500,good,gas,full-size,coupe,33535.0,oh,41.2318,-80.7642
1HGCG66821A066247,2777,excellent,gas,mid-size,sedan,137250.0,or,45.513999999999996,-122.579
6D47S8Q245633,2800,good,gas,full-size,coupe,126245.0,fl,27.4394,-82.5778
